id,title,genres_list,director,cast_list,keywords_list,overview,popularity,vote_average,vote_count,weighted_rating,release_date,runtime
812,Aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",Ron Clements,"['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Frank Welker']","['magic', 'musical', 'cartoon', 'princess', 'love', 'comedy', 'animation', 'monkey', 'arab', 'aftercreditsstinger', 'genie', 'animal sidekick']","Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",92.982009,7.4,3416,7.210188199599377,1992-11-25,90.0
277216,Straight Outta Compton,"['Drama', 'Music']",F. Gary Gray,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.', 'Aldis Hodge']","['brother brother relationship', 'aids', 'police brutality', 'rap music', 'hip-hop', 'wife husband relationship', 'vandalism', 'drug dealer', 'nightclub', 'freedom of speech', 'protest', 'rapper', 'recording contract', 'from rags to riches', 'assault', 'terminal illness', 'road trip', 'based on true story', 'feud', 'gang', 'marijuana', 'police chase', 'hospital', 'racism', 'los angeles', 'gangster', 'racial slur', 'mother son relationship', 'no opening credits', 'wrongful arrest', 'death of brother', 'milwaukee wisconsin', 'police raid', 'police harassment', 'detroit michigan', 'duringcreditsstinger', 'gangster rap', 'record company', '1980s', 'music tour', 'reference to rodney king', 'intimidation by police', 'los angeles riots', 'compton california']","In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",61.76233,7.7,1355,7.218089996796853,2015-08-13,147.0
87,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan', 'Amrish Puri', 'Roshan Seth']","['riddle', 'treasure', 'heart', 'skeleton', 'treasure hunt', 'torture', 'violence', 'monkey', 'cult film', 'archaeologist', 'thuggee', 'conveyor belt', 'mine car', 'rope bridge', 'belching', 'child driving a car', 'eating brains', 'splits', 'indiana jones', 'archeology\xa0']","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",66.976776,7.1,2781,6.926181509160829,1984-05-23,118.0
14444,The Rugrats Movie,"['Animation', 'Family']",Norton Virgien,"['Whoopi Goldberg', 'David Spade', 'E.G. Daily', 'Tara Strong', 'Christine Cavanaugh']","['brother brother relationship', 'baby', 'home', 'pregnancy and birth', 'sequel', 'kids and family', 'comedy', 'pregnancy', 'aftercreditsstinger']","Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",7.981116,5.7,147,6.014590980492732,1998-11-20,79.0
2043,Along Came a Spider,"['Crime', 'Mystery', 'Thriller', 'Action']",Lee Tamahori,"['Morgan Freeman', 'Monica Potter', 'Michael Wincott', 'Dylan Baker', 'Mika Boorem']","['psychology', 'police operation', 'police', 'psychologist']","When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",21.252797,6.1,400,6.0965568132504675,2001-04-06,104.0
315664,Florence Foster Jenkins,"['Comedy', 'Drama']",Stephen Frears,"['Meryl Streep', 'Hugh Grant', 'Rebecca Ferguson', 'Simon Helberg', 'Nina Arianda']","['opera', 'biography', 'singing false']","The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,6.6,392,6.297967352311108,2016-05-06,110.0
1428,Once Upon a Time in Mexico,['Action'],Robert Rodriguez,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Eva Mendes', 'Mickey Rourke']","['corruption', 'cia']","Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",27.555646,6.2,594,6.147678496849965,2003-09-11,102.0
562,Die Hard,"['Action', 'Thriller']",John McTiernan,"['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson']","['helicopter', 'journalist', 'based on novel', 'terrorist', 'skyscraper', 'christmas party', 's.w.a.t.', 'hostage', 'kidnapping', 'vault', 'fistfight', 'murder', 'heist', 'shootout', 'los angeles', 'one man army', 'explosion', 'violence', 'fbi agent', 'walkie talkie', 'christmas eve', 'elevator shaft', 'one night', 'action hero']","NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",66.169628,7.5,3948,7.319656046323407,1988-07-15,131.0
15373,Role Models,['Comedy'],David Wain,"['Seann William Scott', 'Paul Rudd', 'Elizabeth Banks', 'Christopher Mintz-Plasse', ""Bobb'e J. Thompson""]","['camping', 'campsite', 'big brother', 'friends', 'community service', 'kids', 'duringcreditsstinger']","Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",24.917665,6.4,564,6.244822911614593,2008-02-03,99.0
318846,The Big Short,"['Comedy', 'Drama']",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']","['bank', 'fraud', 'biography', 'wall street', 'finances', 'based on true story', 'animated sequence', 'breaking the fourth wall', 'loan', 'financial crisis', 'real estate', 'mortgage']",The men who made millions from a global economic meltdown.,57.518472,7.3,2607,7.080245368192819,2015-12-11,130.0
26320,Taking Woodstock,"['Music', 'Comedy', 'Drama']",Ang Lee,"['Demetri Martin', 'Imelda Staunton', 'Henry Goodman', 'Liev Schreiber', 'Jonathan Groff']","['music festival', 'independent film', 'catskills', 'dog tags']","The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever.",11.870161,6.2,127,6.113166996890831,2009-09-03,120.0
14292,Miracle,"['Drama', 'History']",Gavin O'Connor,"['Kurt Russell', 'Patricia Clarkson', 'Noah Emmerich', 'Sean McCann', 'Kenneth Welsh']","['olympic games', 'sport', 'ice hockey', 'milwaukee wisconsin', 'st. paul minnesota', 'gas rationing', 'lake placid new york', 'aftercreditsstinger', 'duringcreditsstinger']","In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",7.534003,7.0,159,6.288813829457714,2004-02-06,135.0
924,Dawn of the Dead,"['Fantasy', 'Horror', 'Action']",Zack Snyder,"['Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Mekhi Phifer', 'Ty Burrell']","['refugee', 'mass murder', 'habor', 'car journey', 'department store', 'blackout', 'bus ride', 'pregnancy and birth', 'dying and death', 'bite', 'to shoot dead', 'lorry', 'munition', 'basement garage', 'guard', 'zombie', 'dog', 'car', 'duringcreditsstinger']","A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",44.529429,6.8,1016,6.543219933499504,2004-03-19,101.0
2018,The Wedding Planner,['Comedy'],Adam Shankman,"['Jennifer Lopez', 'Matthew McConaughey', 'Justin Chambers', 'Joanna Gleason', 'Lou Myers']","['san francisco', 'marriage proposal', ""love of one's life"", 'wedding planer', ""man of one's dreams"", 'wine garden', 'wedding', 'sicilian', 'star crossed lovers', 'wedding day', 'meant for each other']","Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",14.949395,5.5,427,5.842482374800305,2001-01-26,103.0
192577,Space Pirate Captain Harlock,"['Animation', 'Science Fiction']",Shinji Aramaki,"['Shun Oguri', 'Haruma Miura', 'Yu Aoi', 'Arata Furuta', 'Ayano Fukuda']",[],Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,14.726338,6.5,356,6.248369513125623,2013-09-07,115.0
9428,The Royal Tenenbaums,"['Comedy', 'Drama']",Wes Anderson,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller', 'Gwyneth Paltrow', 'Luke Wilson']","['forgiveness', 'child prodigy', 'terminal illness', 'dysfunctional family', 'cigarette smoking', 'family conflict']",An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,24.13081,7.4,1286,6.993638047026624,2001-10-05,110.0
2832,Identity,"['Mystery', 'Thriller']",James Mangold,"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes', 'Alfred Molina']","['weather', 'multiple character', 'scream', 'convict', 'psychopathy', 'rainstorm']","Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",45.915165,7.1,1061,6.7441061107178495,2003-04-25,90.0
137093,Last Vegas,['Comedy'],Jon Turteltaub,"['Robert De Niro', 'Morgan Freeman', 'Michael Douglas', 'Kevin Kline', 'Mary Steenburgen']","['casino', 'male friendship', 'stag night', 'las vegas', 'elderly']",Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,28.043508,6.4,799,6.27124799550631,2013-10-31,105.0
699,For Your Eyes Only,"['Adventure', 'Action', 'Thriller']",John Glen,"['Roger Moore', 'Carole Bouquet', 'Chaim Topol', 'Lynn-Holly Johnson', 'Julian Glover']","['london england', 'submarine', 'england', 'sea', 'assassin', 'mountains', 'undercover', 'olympic games', 'drug traffic', 'secret mission', 'secret intelligence service', 'kgb', 'coral reef', 'ski jump', 'parrot', 'cryptographic device', 'gang of smugglers', 'figure skating', 'motorcycle', 'monastery', 'british secret service', 'skiing']",A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,26.090746,6.3,490,6.188349424648654,1981-06-23,127.0
9778,Serendipity,"['Comedy', 'Romance']",Peter Chelsom,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan', 'Eugene Levy']","['soulmates', 'new love', 'book', 'dollar', 'fate', 'destiny']","Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",14.530803,6.6,521,6.333323261160352,2001-10-05,90.0
8831,Timecop,"['Thriller', 'Science Fiction', 'Action', 'Crime']",Peter Hyams,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver', 'Bruce McGill', 'Gloria Reuben']","['martial arts', 'time travel', 'science fiction', 'alternative reality']","An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",13.308127,5.5,282,5.9000257633820485,1994-09-15,99.0
9398,Zoolander,['Comedy'],Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Christine Taylor', 'Will Ferrell', 'Milla Jovovich']","['male model', 'time magazine', 'fashion show', 'fashion model', 'fictional awards show', 'lincoln assassination', 'coal mine']","Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",38.0958,6.1,1337,6.09823891230381,2001-09-28,89.0
112949,Safe Haven,['Romance'],Lasse Hallström,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons', 'Mike Pniewski']","['based on novel', 'small town', 'widower', 'single father', 'abusive husband']","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",37.729059,6.9,823,6.566540052563183,2013-02-07,115.0
10439,Hocus Pocus,"['Comedy', 'Family', 'Fantasy']",Kenny Ortega,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch']","['witch', 'halloween', 'salem', 'trick or treating', 'spellcasting']","After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",18.650748,6.4,471,6.231104784979761,1993-07-16,96.0
3638,No Reservations,['Comedy'],Scott Hicks,"['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade']","['italy', 'competition', 'loss of mother', 'loss of sister', 'new love', 'cook', 'cooking', 'restaurant', 'bars and restaurants', 'mother role', 'funeral', 'kitchen', 'perfectionist']","Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",15.794946,6.1,327,6.096279993170384,2007-07-25,104.0
23483,Kick-Ass,"['Action', 'Crime']",Matthew Vaughn,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Nicolas Cage', 'Mark Strong']","['crime fighter', 'secret identity', 'comic book', 'superhero', 'murder', 'comedy', 'mafia', 'teenager', 'violence', 'realism', 'rookie', 'adaptation', 'young adult', 'kickass']","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",45.054936,7.1,4645,6.988178766513339,2010-03-22,117.0
62206,30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",Ruben Fleischer,"['Jesse Eisenberg', 'Danny McBride', 'Aziz Ansari', 'Bianca Kajlich', 'Nick Swardson']","['pizza delivery', 'adventure', 'pizza boy', 'number in title', 'comedy', 'aftercreditsstinger']","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,5.6,531,5.858203447660708,2011-08-11,83.0
10577,Dracula 2000,"['Thriller', 'Horror']",Patrick Lussier,"['Gerard Butler', 'Christopher Plummer', 'Jonny Lee Miller', 'Justine Waddell', 'Jennifer Esposito']","['vampire', 'dracula', 'bite', 'blood', 'vlad', 'fang vamp']","In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer), who has tangled with Count Dracula (Butler) in the past, working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship.",6.756771,4.6,148,5.790839826884373,2000-12-22,99.0
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","['Family', 'Comedy']",Miguel Arteta,"['Steve Carell', 'Jennifer Garner', 'Ed Oxenbould', 'Dylan Minnette', 'Kerris Dorsey']","['based on novel', 'job interview', 'bad luck', 'wish', 'one day', ""based on children's book"", ""driver's test""]","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,6.1,493,6.096854966293024,2014-10-08,81.0
4348,Pride & Prejudice,"['Drama', 'Romance']",Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Rosamund Pike', 'Simon Woods', 'Donald Sutherland']","['bachelor', 'beautiful', 'prejudice', 'suitor', 'period drama', 'georgian', 'pride', '18th century', 'opposites attract']","Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",36.58383,7.7,1358,7.218835602784274,2005-09-16,135.0
78,Blade Runner,"['Science Fiction', 'Drama', 'Thriller']",Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh']","['artificial intelligence', 'man vs machine', 'cyborg', 'bounty hunter', 'android', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'los angeles', 'tech noir', 'neo-noir']","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",94.056131,7.9,3509,7.64347731877719,1982-06-25,117.0
11780,Rob Roy,['Adventure'],Michael Caton-Jones,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']","['scotland', 'biography', '18th century', 'highlands', 'violent man']","In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.703456,6.5,148,6.176573708914551,1995-04-13,139.0
192102,3 Days to Kill,"['Action', 'Drama', 'Thriller', 'Crime']",McG,"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen', 'Tómas Lemarquis']","['retirement', 'secret service', 'illegal drugs']","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",41.638961,6.0,883,6.037378574999117,2014-02-14,113.0
2001,We Own the Night,"['Drama', 'Crime', 'Thriller']",James Gray,"['Joaquin Phoenix', 'Eva Mendes', 'Alex Veadov', 'Mark Wahlberg', 'Robert Duvall']","['new york', 'father son relationship', 'nightclub', 'gangster']",A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,14.518708,6.5,323,6.239183886945474,2007-05-25,117.0
10383,Lost Souls,"['Horror', 'Thriller']",Janusz Kamiński,"['Winona Ryder', 'Ben Chaplin', 'Sarah Wynter', 'Philip Baker Hall', 'John Hurt']","['pedophilia', 'daughter', 'anti-christ', 'incest']","A small group of Catholics led by an ailing priest believe that Satan intends to become man, just as God did in the person of Jesus. The writings of a possessed mental patient lead them to Peter Kelson, a writer who studies serial killers. They think it's his body Satan will occupy. The youngest in the group, a teacher named Maya Larkin, goes to Peter to investigate further and to convince him to believe in the possibility of Evil incarnate. Other signs come to him as he and Maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown",3.312385,4.5,38,5.99632024846318,2000-10-13,97.0
11516,Winged Migration,['Documentary'],Jacques Perrin,"['Philippe Labro', 'Jacques Perrin']","['ocean', 'lake', 'bird', 'horse', 'parrot', 'owl', 'ornithology', 'egg', 'flight', 'arctic', 'crab', 'stork', 'pelican']","The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go",3.75074,7.0,49,6.1646384663471565,2001-12-12,98.0
10025,Just My Luck,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",Donald Petrie,"['Lindsay Lohan', 'Samaire Armstrong', 'Chris Pine', 'Missi Pyle', 'Makenzie Vega Norfolk']","['jinx', 'bad luck', 'kiss', 'romantic comedy', 'alcohol abuse', 'celebration', 'envy', 'luck', 'mysterious stranger', 'masquerade']","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",22.074306,5.8,491,5.959442382274914,2006-05-12,103.0
15198,"Mystery, Alaska","['Drama', 'Comedy']",Jay Roach,"['Russell Crowe', 'Hank Azaria', 'Mary McCormack', 'Burt Reynolds', 'Colm Meaney']","['sport', 'ice hockey']","In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together.",4.436792,6.0,69,6.084188051998013,1999-10-01,119.0
23172,The Spy Next Door,"['Action', 'Comedy', 'Family']",Brian Levant,"['Amber Valletta', 'Lucas Till', 'Jackie Chan', 'Billy Ray Cyrus', 'George Lopez']",['duringcreditsstinger'],"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",14.639324,5.5,345,5.872810187687589,2010-01-15,94.0
17834,A Simple Wish,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Michael Ritchie,"['Martin Short', 'Kathleen Turner', 'Mara Wilson', 'Robert Pastorelli', 'Deborah Odell']","['magic', 'wish', 'kids', 'fairy godmother']","Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",1.767479,5.5,46,6.050593674320109,1997-07-11,86.0
10016,Ghosts of Mars,"['Action', 'Horror', 'Science Fiction']",John Carpenter,"['Natasha Henstridge', 'Ice Cube', 'Jason Statham', 'Clea DuVall', 'Pam Grier']","['climbing up a wall', 'hung upside down', 'flashback within a flashback', 'cavern', 'battering', 'ram', 'ghost town']",Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,13.145205,4.8,296,5.657379970123955,2001-08-24,98.0
10317,Our Brand Is Crisis,"['Comedy', 'Drama']",David Gordon Green,"['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy']","['bolivia', 'woman', 'political campaign', 'south america', 'year 2002']","A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",12.921594,5.8,195,6.020260610565345,2015-09-11,108.0
58431,Pride and Prejudice and Zombies,"['Romance', 'Horror', 'Comedy', 'Thriller']",Burr Steers,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth']","['based on novel', 'dystopia', 'shaolin', 'prejudice', 'zombie', 'pride', 'golddigger', 'regency period', 'parson', 'mashup']","A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",28.397048,5.5,640,5.782737292218434,2016-02-04,108.0
9746,Kundun,['Drama'],Martin Scorsese,"['Tenzin Thuthob Tsarong', 'Tencho Gyalpo', 'Tsewang Migyur Khangsar', 'Gyurme Tethong', 'Robert Lin']","['buddhism', 'china', 'mountains', 'buddhist monk', 'tibet', 'dalai lama', 'lhasa', 'buddha']","The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",7.039189,6.8,91,6.189765228867126,1997-12-25,134.0
13092,How to Lose Friends & Alienate People,"['Comedy', 'Romance', 'Drama']",Robert B. Weide,"['Kelan Pannell', 'Janette Scott', 'Simon Pegg', 'Megan Fox', 'Gillian Anderson']","['failure', 'starlet']","A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People"".",16.785866,6.2,244,6.1254814955135855,2008-10-02,110.0
59859,Kick-Ass 2,"['Action', 'Adventure', 'Crime']",Jeff Wadlow,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Clark Duke', 'Jim Carrey']","['crime fighter', 'secret identity', 'marvel comic', 'superhero', 'aftercreditsstinger', 'teen superheroes']","After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",40.28635,6.3,2224,6.257369780320396,2013-07-17,103.0
13495,Alatriste,['Action'],Agustín Díaz Yanes,"['Viggo Mortensen', 'Elena Anaya', 'Unax Ugalde', 'Eduard Fernández', 'Eduardo Noriega']",[],"In 17th century Spain Diego Alatriste, a brave and heroic soldier, is fighting in his King's army in the Flandes region. His best mate, Balboa, falls in a trap and, near to death, asks Diego to look after his son and teach him to be a soldier.",6.009644,5.6,61,6.047230893767458,2006-09-01,145.0
254473,Brick Mansions,"['Action', 'Crime', 'Drama']",Camille Delamarre,"['Paul Walker', 'David Belle', 'RZA', 'Robert Maillet', 'Carlo Rota']","['martial arts', 'atomic bomb', 'ghetto', 'parkour', 'cops', 'remake', 'undercover cop', 'gangster', 'remake of french film']","In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",25.520976,5.7,615,5.891490162039054,2014-04-22,90.0
700,Octopussy,"['Adventure', 'Action', 'Thriller']",John Glen,"['Roger Moore', 'Maud Adams', 'Louis Jourdan', 'Kristina Wayborn', 'Kabir Bedi']","['atomic bomb', 'eastern block', 'crocodile', 'secret intelligence service', 'kgb', 'snake charmer', 'hot air balloon', 'east berlin', 'british secret service']",James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,25.633663,6.2,527,6.1445146514428775,1983-06-05,131.0
4964,Knocked Up,"['Comedy', 'Romance', 'Drama']",Judd Apatow,"['Seth Rogen', 'Katherine Heigl', 'Leslie Mann', 'Paul Rudd', 'Jason Segel']","['alcohol', 'one-night stand', 'bed', 'pregnancy and birth', 'condom', 'paternity', 'drug use', 'beard', 'unprotected sex', 'duringcreditsstinger']","For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",22.527211,6.2,1214,6.165750548077275,2007-06-01,129.0
